id;name;full_name;birth_date;height_cm;weight_kgs;positions;nationality;overall_rating;potential;preferred_foot;international_reputation;weak_foot;skill_moves;body_type;difficulty
13669;B. Tashchy;Borys Tashchy;7/26/1993;193.04;89.8;ST,CF,CAM;Ukraine;69;73;Right;1;4;3;Normal;Very Hard
13670;Q. Martinus;Quenten Geordie Felix Martinus;3/7/1991;182.88;69.9;RM,LM;Curacao;69;69;Left;1;3;3;Lean;Very Hard
13671;J. Knudsen;Jonas Knudsen;9/16/1992;185.42;82.1;LB,CB,LWB;Denmark;69;72;Left;1;3;2;Normal;Very Hard
13672;Hong Chul;홍철 洪喆;9/17/1990;175.26;67.1;LB,LM;Korea Republic;69;69;Left;1;3;2;Normal;Very Hard
13673;Y. Bárcenas;Yoel Bárcenas;10/23/1993;175.26;74.8;RM,LM;Panama;69;72;Right;1;3;3;Normal;Very Hard
13674;M. Schuhen;Marcel Schuhen;1/13/1993;187.96;84.8;GK;Germany;69;72;Right;1;3;1;Normal;Very Hard
13675;T. Fontaine;Thomas Fontaine;5/8/1991;182.88;83.0;CB;Madagascar;69;69;Left;1;2;2;Stocky;Very Hard
13676;T. Guidara;Tomás Guidara;3/13/1996;172.72;68.0;RB;Argentina;69;79;Right;1;2;3;Lean;Very Hard
13677;G. Carabajal;Horacio Gabriel Carabajal;12/9/1991;152.4;74.8;RM,LM;Argentina;69;69;Right;1;3;3;Normal;Very Hard
13678;T. Awoniyi;Taiwo Awoniyi;8/12/1997;182.88;73.9;ST;Nigeria;69;78;Right;1;2;2;Stocky;Very Hard
13679;G. Åsen;Gjermund Åsen;5/22/1991;182.88;71.2;CAM,LW,CF;Norway;69;70;Left;1;3;3;Lean;Very Hard
13680;G. Kobel;Gregor Kobel;12/6/1997;193.04;89.8;GK;Switzerland;69;78;Right;1;2;1;Normal;Very Hard
13681;Wu Xi;吴曦;2/19/1989;154.94;74.8;CM,CDM,LM;China PR;69;69;Right;1;4;3;Lean;Very Hard
13682;B. Uphoff;Benjamin Uphoff;8/8/1993;193.04;83.9;GK;Germany;69;74;Right;1;2;1;Normal;Very Hard
13683;E. Ocansey;Eric Ocansey;8/22/1997;172.72;71.2;RM,LM,RW,LWB;Ghana;69;78;Left;1;4;3;Normal;Very Hard
13684;J. Carranza;Jorge Carlos Carranza;5/7/1981;187.96;88.0;GK;Argentina;69;69;Right;1;3;1;Normal;Very Hard
13685;L. Masopust;Lukáš Masopust;2/12/1993;152.4;76.2;RM,RW,RB,LM;Czech Republic;69;70;Right;1;4;3;Normal;Very Hard
13686;E. Hernández;Juan Hernández García;7/10/1986;162.56;64.9;LB;Mexico;69;69;Left;1;4;3;Stocky;Very Hard
13687;R. Bormuth;Robin Bormuth;9/19/1995;190.5;87.1;CB;Germany;69;77;Right;1;3;2;Normal;Very Hard
13688;T. Hayashi;林 卓人;8/9/1982;187.96;87.1;GK;Japan;69;69;Right;1;2;1;Lean;Very Hard
13689;Shin Hyung Min;신형민 辛炯珉;7/18/1986;182.88;77.1;CDM;Korea Republic;69;69;Right;2;5;3;Normal;Hard
13690;Fausto Tienza;Fausto Antonio Tienza Núñez;1/8/1990;182.88;78.0;CDM,CM;Spain;69;69;Right;1;3;3;Normal;Very Hard
13691;Leandrinho;Leandro de Lima Silva;9/25/1993;152.4;69.9;CAM,CM;Brazil;69;74;Right;1;3;4;Lean;Very Hard
13692;Santamaría;Roberto Santamaría Ciprián;2/27/1985;182.88;74.8;GK;Spain;69;69;Right;1;3;1;Lean;Very Hard
13693;C. Dessers;Cyriel Dessers;12/8/1994;185.42;79.8;ST;Belgium;69;74;Right;1;4;3;Normal;Very Hard
13694;C. Bonilla;Cristian Harson Bonilla Garzón;6/2/1993;187.96;79.8;GK;Colombia;69;72;Right;1;2;1;Normal;Very Hard
13695;A. Linde;Andreas Linde;7/24/1993;195.58;93.0;GK;Sweden;69;74;Right;1;2;1;Lean;Very Hard
13696;L. Maina;Linton Maina;6/23/1999;172.72;69.9;LM,RM;Germany;69;82;Right;1;3;3;Lean;Very Hard
13697;H. Takahashi;髙橋 秀人;10/17/1987;182.88;74.8;CDM,CM;Japan;69;69;Right;1;3;2;Lean;Very Hard
13698;C. Techera;Cristian Techera;5/31/1992;157.48;68.0;RM,LM;Uruguay;69;70;Left;1;4;3;Lean;Very Hard
13699;M. Fares;Mohamed Salim Fares;2/15/1996;182.88;74.8;LM,LB,LW;Algeria;69;77;Left;1;3;3;Lean;Very Hard
13700;Alfaro;Alejandro Alfaro Ligero;11/23/1986;175.26;73.0;RM,CAM,LM,ST;Spain;69;69;Right;1;3;3;Lean;Very Hard
13701;M. Turner;Matt Turner;6/24/1994;190.5;78.9;GK;United States;69;77;Right;1;2;1;Lean;Very Hard
13702;Dani Rodríguez;Daniel José Rodríguez Vázquez;6/6/1988;152.4;71.2;CM,LM,CAM;Spain;69;69;Right;1;3;3;Normal;Very Hard
13703;Rúben Macedo;Rúben Daniel Fonseca Macedo;3/9/1996;170.18;63.0;LW,RW;Portugal;69;77;Right;1;3;3;Normal;Very Hard
13704;P. Daka;Patson Daka;10/9/1998;182.88;71.2;ST;Zambia;69;86;Right;1;3;3;Normal;Very Hard
13705;Jaimosa Cavaco;Jaime Frederico Cavaco Dorta;2/29/1988;167.64;59.9;RB;Brazil;69;69;Right;1;3;2;Lean;Very Hard
13706;S. Walsh;Sandy Walsh;3/14/1995;154.94;73.0;CDM,RB,CB,CM;Netherlands;69;74;Right;1;3;3;Lean;Very Hard
13707;S. Dallas;Stuart Dallas;4/19/1991;182.88;81.2;LM,RM,RB;Northern Ireland;69;69;Right;1;3;3;Normal;Very Hard
13708;I. González;Juan Ignacio González Ibarra;7/8/1984;182.88;83.9;CB;Mexico;69;69;Left;1;3;2;Normal;Very Hard
13709;Carvamelinho;Samuel Thomas Carvalho Melo;2/29/1984;152.4;74.8;RB;Brazil;69;69;Right;1;3;2;Normal;Very Hard
13710;S. Gonda;権田 修一;3/3/1989;187.96;83.0;GK;Japan;69;69;Right;1;2;1;Lean;Very Hard
13711;Q. Cornette;Quentin Cornette;1/17/1994;172.72;74.8;RM;France;69;72;Right;1;2;3;Normal;Very Hard
13712;B. Aouacheria;Bilel Aouacheria;4/2/1994;182.88;73.9;RW;France;69;72;Right;1;3;3;Normal;Very Hard
13713;A. Ivan;Andrei Ivan;1/4/1997;187.96;81.2;LM,ST,RW;Romania;69;76;Right;1;4;3;Normal;Very Hard
13714;Renatao Baumer;Renato Fred Baumer Trigo;2/29/1984;152.4;76.2;LB;Brazil;69;69;Left;1;2;2;Stocky;Very Hard
13715;P. Kieszek;Paweł Kieszek;4/16/1984;187.96;82.1;GK;Poland;69;69;Right;1;2;1;Normal;Very Hard
13716;Linares;Miguel Linares Cólera;9/30/1982;154.94;78.0;ST;Spain;69;69;Right;1;4;2;Lean;Very Hard
13717;S. Bentivoglio;Simone Bentivoglio;5/29/1985;182.88;74.8;CM,CAM,CDM;Italy;69;69;Right;1;3;2;Normal;Very Hard
13718;A. Vega;Alexis Vega;11/25/1997;172.72;77.1;ST,LM,RM;Mexico;69;78;Right;1;3;3;Normal;Very Hard
13719;S. Bolbat;Sergiy Bolbat;6/13/1993;175.26;66.2;LM;Ukraine;69;72;Right;1;4;3;Lean;Very Hard
13720;R. Bezjak;Roman Bezjak;2/21/1989;152.4;69.9;ST,LM;Slovenia;69;69;Right;1;3;3;Lean;Very Hard
13721;P. Ziereis;Philipp Ziereis;3/14/1993;187.96;82.1;CB,RB;Germany;69;73;Right;1;3;2;Lean;Very Hard
13722;P. van Anholt;Kingsley Pele van Anholt;4/23/1991;170.18;69.9;RB,LB;Netherlands;69;70;Right;1;3;3;Normal;Very Hard
13723;M. Jacobs;Michael Jacobs;3/22/1992;175.26;73.9;LM,RM;England;69;69;Right;1;3;3;Lean;Very Hard
13724;M. Prietl;Manuel Prietl;8/3/1991;187.96;78.9;CDM,CM,CB;Austria;69;71;Right;1;3;2;Lean;Very Hard
13725;H. Halldórsson;Hannes Þór Halldórsson;4/27/1984;193.04;88.0;GK;Iceland;69;69;Right;1;2;1;Normal;Very Hard
13726;Y. Thoelen;Yannick Thoelen;7/18/1990;187.96;88.9;GK;Belgium;69;71;Right;1;2;1;Normal;Very Hard
13727;S. Sparagna;Stéphane Sparagna;2/17/1995;185.42;82.1;CB,CDM;France;69;75;Right;1;2;2;Lean;Very Hard
13728;Y. Brecher;Yanick Brecher;5/25/1993;195.58;88.0;GK;Switzerland;69;73;Right;1;2;1;Normal;Very Hard
13729;D. Verhulst;Davino Verhulst;11/25/1987;193.04;94.8;GK;Belgium;69;69;Right;1;3;1;Normal;Very Hard
13730;M. Brighi;Matteo Brighi;2/14/1981;152.4;77.1;CM,CDM;Italy;69;69;Right;2;3;3;Normal;Hard
13731;J. Fojut;Jarosław Fojut;10/17/1987;187.96;83.0;CB;Poland;69;69;Right;1;4;2;Normal;Very Hard
13732;T. Bradshaw;Tom Bradshaw;7/27/1992;152.4;71.2;ST;Wales;69;71;Right;1;3;3;Normal;Very Hard
13733;Gustavo Cascardo;Gustavo Cascardo de Assis;3/24/1997;175.26;66.2;RB;Brazil;69;76;Right;1;3;3;Lean;Very Hard
13734;F. Mazzeo;Fabio Mazzeo;7/24/1983;152.4;77.1;ST,CF,RW;Italy;69;69;Left;1;3;3;Normal;Very Hard
13735;D. Valdés;Diego Valdes Giraldo;1/28/1991;152.4;76.2;ST;Colombia;69;69;Right;1;3;3;Lean;Very Hard
13736;M. van Duinen;Mike van Duinen;11/6/1991;185.42;74.8;ST;Netherlands;69;70;Right;1;4;3;Normal;Very Hard
13737;Sandeiro Leal;Sandeiro Luan Leal Neto;2/29/1988;187.96;76.2;CAM;Brazil;69;69;Right;1;3;3;Lean;Very Hard
13738;L. Morosini;Leonardo Morosini;10/13/1995;175.26;69.9;CAM,CF;Italy;69;75;Right;1;3;3;Normal;Very Hard
13739;Enzo;Enzo Alan Zidane Fernández;3/24/1995;182.88;78.0;CAM,CM,CF;France;69;76;Right;1;4;3;Lean;Very Hard
13740;Gégé;Admilson E. Dias de Barros;2/24/1988;182.88;83.0;CB;Cape Verde;69;69;Right;1;3;2;Normal;Very Hard
13741;B. Touré;Birama Touré;6/6/1992;182.88;77.1;CDM,CM;Mali;69;73;Right;1;3;2;Lean;Very Hard
13742;C. Benschop;Charlison Benschop;8/21/1989;190.5;89.8;ST,CAM;Curacao;69;69;Right;1;3;3;Stocky;Very Hard
13743;C. Chantôme;Clément Chantôme;9/11/1987;152.4;69.9;CDM,CM;France;69;69;Right;2;3;3;Lean;Hard
13744;Y. Salmier;Yoann Salmier;11/21/1992;187.96;84.8;CB;France;69;72;Right;1;3;2;Normal;Very Hard
13745;E. Mathoho;Eric Mathoho;3/1/1990;190.5;76.2;CB;South Africa;69;71;Right;1;3;2;Lean;Very Hard
13746;M. Valoti;Mattia Valoti;9/6/1993;187.96;73.0;CM,CAM;Italy;69;73;Right;1;4;3;Lean;Very Hard
13747;N. Cozza;Nicolas Cozza;1/8/1999;152.4;72.1;CB,LWB;France;69;85;Left;1;3;2;Normal;Very Hard
13748;J. Young;Jamie Young;8/25/1985;154.94;83.0;GK;England;69;69;Left;1;2;1;Stocky;Very Hard
13749;S. Mockenhaupt;Sascha Mockenhaupt;9/10/1991;187.96;83.9;CB;Germany;69;71;Right;1;2;2;Normal;Very Hard
13750;D. Nugent;David Nugent;5/2/1985;154.94;76.2;ST;England;69;69;Right;1;3;3;Normal;Very Hard
13751;L. Castaignos;Luc Castaignos;9/27/1992;187.96;83.0;ST;Netherlands;69;72;Right;2;2;3;Lean;Hard
13752;Z. Youssouf;Zaydou Youssouf;7/11/1999;182.88;81.2;CM,RW;France;69;81;Left;1;3;3;Stocky;Very Hard
13753;P. Hatzidiakos;Pantelis Hatzidiakos;1/18/1997;154.94;73.9;CB;Greece;69;77;Right;1;3;2;Lean;Very Hard
13754;M. de los Santos;Matías de los Santos;11/22/1992;182.88;83.0;CB;Uruguay;69;74;Right;1;3;2;Normal;Very Hard
13755;J. Brix-Damborg;Jonas Brix-Damborg;4/17/1986;182.88;77.1;CDM,CM;Denmark;69;69;Right;1;3;2;Normal;Very Hard
13756;I. Ghaleb;Ibrahim Mohammed Ghaleb Jahshan;9/28/1990;175.26;76.2;CDM,CM;Saudi Arabia;69;69;Right;1;4;3;Lean;Very Hard
13757;C. Janker;Christoph Janker;2/14/1985;185.42;78.0;CB;Germany;69;69;Right;1;3;2;Normal;Very Hard
13758;J. Delaplace;Jonathan Delaplace;3/20/1986;167.64;68.0;CM;France;69;69;Right;1;3;3;Normal;Very Hard
13759;S. Gonther;Sören Gonther;12/15/1986;185.42;88.0;CB;Germany;69;69;Right;1;4;2;Normal;Very Hard
13760;S. Roudet;Sébastien Roudet;6/16/1981;175.26;71.2;CAM,LM;France;69;69;Left;1;3;3;Lean;Very Hard
13761;A. La Gumina;Antonino La Gumina;3/6/1996;182.88;78.0;ST;Italy;69;77;Right;1;3;3;Normal;Very Hard
13762;P. Kirkevold;Pål Alexander Kirkevold;11/10/1990;185.42;89.8;ST;Norway;69;69;Left;1;3;3;Stocky;Very Hard
13763;S. Muwashar;Salman Muwashar;10/5/1988;175.26;64.0;LM;Saudi Arabia;69;69;Right;1;4;3;Lean;Very Hard
13764;S. Bigalke;Sascha Bigalke;1/8/1990;167.64;59.9;CF,CAM,LM;Germany;69;69;Right;1;4;4;Lean;Very Hard
13765;Iago;Iago Azevedo dos Santos;5/22/1992;187.96;83.0;CB;Brazil;69;72;Right;1;2;2;Normal;Very Hard
13766;Iñaki Astiz;Iñaki Astiz Ventura;11/5/1983;182.88;77.1;CB;Spain;69;69;Right;1;3;2;Lean;Very Hard
13767;M. Torrén;Miguel Ángel Torrén;8/12/1988;175.26;71.2;CB,RB;Argentina;69;69;Right;1;3;2;Normal;Very Hard
13768;R. Pasveer;Remko Pasveer;11/8/1983;187.96;88.0;GK;Netherlands;69;69;Right;1;4;1;Normal;Very Hard
13769;R. Leipertz;Robert Leipertz;2/1/1993;182.88;82.1;RM,ST,CAM;Germany;69;70;Left;1;4;3;Normal;Very Hard
13770;S. Dursun;Serdar Dursun;10/19/1991;190.5;79.8;ST;Germany;69;70;Right;1;4;3;Lean;Very Hard
13771;A. Richards;Ashley Richards;4/12/1991;175.26;74.8;RB,LB,RWB;Wales;69;69;Right;1;3;3;Normal;Very Hard
13772;C. Evans;Corry Evans;7/30/1990;154.94;68.9;CDM,CM;Northern Ireland;69;69;Right;1;3;2;Lean;Very Hard
13773;S. Papagiannopoulos;Sotirios Papagiannopoulos;9/5/1990;190.5;88.0;CB;Sweden;69;69;Right;1;4;2;Normal;Very Hard
13774;J. Olsson;Jonas Olsson;3/10/1983;193.04;83.9;CB;Sweden;69;69;Left;2;3;2;Lean;Hard
13775;E. Eze;Eberechi Eze;6/29/1998;172.72;67.1;CAM,LM,CM;England;69;83;Right;1;3;4;Normal;Very Hard
13776;Caio Tafarell;Caio Hugo Tafarell Bastos;2/29/1992;182.88;76.2;CDM;Brazil;69;69;Right;1;3;2;Normal;Very Hard
13777;Cifu;Miguel Ángel Garrido Cifuentes;10/5/1990;175.26;66.2;RB,RWB;Spain;69;69;Right;1;3;3;Normal;Very Hard
13778;D. Adorni;Davide Adorni;8/9/1992;182.88;74.8;CB;Italy;69;73;Right;1;3;2;Normal;Very Hard
13779;P. Filipović;Petar Filipović;9/14/1990;187.96;83.0;CB;Germany;69;70;Left;1;3;2;Normal;Very Hard
13780;G. Suazo;Gabriel Alonso Suazo Urbina;8/9/1997;175.26;67.1;LM,CM,LB;Chile;69;79;Left;1;3;3;Lean;Very Hard
13781;E. Rolland;Elohim Rolland;3/3/1989;182.88;83.0;CM,CDM,CAM;France;69;69;Right;1;3;3;Normal;Very Hard
13782;F. Mladenović;Filip Mladenović;8/15/1991;154.94;64.9;LB;Serbia;69;70;Left;1;3;3;Lean;Very Hard
13783;Unai García;Unai García Lugea;9/3/1992;185.42;81.2;CB;Spain;69;74;Left;1;3;2;Normal;Very Hard
13784;F. Kiss;Filip Kiss;10/13/1990;185.42;74.8;CDM,CM;Slovakia;69;69;Right;1;4;3;Normal;Very Hard
13785;Luis Felipe;Luis Felipe Fernandes Rodrigues;1/29/1996;185.42;74.8;CDM,CM;United States;69;73;Left;1;3;2;Normal;Very Hard
13786;F. Hartherz;Florian  Hartherz;5/29/1993;187.96;83.0;LB,LM;Germany;69;73;Left;1;3;3;Normal;Very Hard
13787;D. Ward;Danny Ward;12/9/1990;154.94;72.1;ST;England;69;69;Left;1;4;3;Normal;Very Hard
13788;J. Greguš;Ján Greguš;1/29/1991;187.96;78.9;CM;Slovakia;69;69;Right;1;4;3;Lean;Very Hard
13789;A. Stephens;Alfredo Horacio Stephens Francis;12/25/1994;152.4;64.0;ST,RW;Panama;69;72;Right;1;3;3;Normal;Very Hard
13790;A. Aseri;Abdulfatah Aseri;2/26/1994;167.64;64.0;RM,LM,CAM;Saudi Arabia;69;71;Left;1;4;3;Lean;Very Hard
13791;M. Michel;Mathieu Michel;9/4/1991;187.96;83.9;GK;France;69;71;Right;1;2;1;Normal;Very Hard
13792;V. Rüfli;Vincent Rüfli;1/22/1988;154.94;74.8;RB,LB;Switzerland;69;69;Right;1;4;3;Lean;Very Hard
13793;I. Zlobin;Ivan Zlobin;3/7/1997;190.5;83.9;GK;Russia;69;81;Right;1;2;1;Normal;Very Hard
13794;K. Mac Allister;Kevin Mac Allister;11/7/1997;175.26;72.1;LB,RB;Argentina;69;80;Right;1;2;2;Normal;Very Hard
13795;O. Ruisalvo;Osvaldo Ruisalvo;2/29/1992;165.1;68.0;LM;Paraguay;69;69;Left;1;4;3;Lean;Very Hard
13796;B. Halimi;Besar Halimi;12/12/1994;170.18;68.0;CM,CAM;Kosovo;69;75;Left;1;3;3;Normal;Very Hard
13797;A. Feick;Arne Feick;4/1/1988;152.4;78.9;LB;Germany;69;69;Left;1;2;2;Normal;Very Hard
13798;Reinildo;Reinildo Isnard Mandava;1/21/1994;154.94;73.9;LB,LW;Mozambique;69;73;Left;1;3;3;Normal;Very Hard
13799;A. Spörle;Adrían Spörle;7/13/1995;185.42;76.2;LB,LM;Argentina;69;78;Left;1;3;3;Normal;Very Hard
13800;M. Murillo;Miguel Ángel Murillo García;10/19/1993;182.88;79.8;ST;Colombia;69;74;Right;1;3;3;Stocky;Very Hard
13801;M. Olsson;Marcus Olsson;5/17/1988;154.94;68.0;LB;Sweden;69;69;Left;1;2;2;Normal;Very Hard
13802;J. Buijs;Jordy Buijs;12/28/1988;182.88;79.8;CB;Netherlands;69;69;Right;1;4;2;Normal;Very Hard
13803;S. Eduok;Samuel Eduok;1/31/1994;175.26;82.1;RM,LM,ST;Nigeria;69;72;Left;1;3;3;Normal;Very Hard
13804;D. Graham;Danny Graham;8/12/1985;182.88;87.1;ST;England;69;69;Right;2;3;2;Normal;Hard
13805;Nano;Alexander Mesa Travieso;2/5/1995;172.72;77.1;ST;Spain;69;74;Right;1;3;3;Normal;Very Hard
13806;C. Labrín;Carlos Labrín;12/2/1990;154.94;81.2;CB;Chile;69;71;Right;1;2;2;Normal;Very Hard
13807;P. McEleney;Patrick McEleney;9/26/1992;154.94;83.9;CAM;Northern Ireland;69;71;Right;1;4;3;Normal;Very Hard
13808;H. Mier;Hiram Ricardo Mier Alanis;8/25/1989;182.88;73.0;CB,RB;Mexico;69;70;Right;1;3;2;Lean;Very Hard
13809;A. Zreľák;Adam Zreľák;5/5/1994;182.88;79.8;ST;Slovakia;69;74;Left;1;4;3;Normal;Very Hard
13810;Ramón Folch;Ramón Folch Frigola;10/4/1989;182.88;78.0;CM,CDM;Spain;69;69;Right;1;3;2;Lean;Very Hard
13811;L. Ridgewell;Liam Ridgewell;7/21/1984;187.96;78.9;CB;England;69;69;Left;1;2;2;Normal;Very Hard
13812;T. Nara;奈良 竜樹;9/19/1993;154.94;77.1;CB;Japan;69;73;Right;1;2;2;Lean;Very Hard
13813;P. Celeban;Piotr Celeban;6/25/1985;154.94;76.2;CB;Poland;69;69;Right;1;3;2;Normal;Very Hard
13814;Manu Del Moral;Manuel Del Moral Fernández;2/25/1984;185.42;83.9;ST,CAM;Spain;69;69;Right;2;4;3;Lean;Hard
13815;Pinillos;Daniel Pinillos González;10/22/1992;182.88;73.9;LB;Spain;69;72;Left;1;3;3;Lean;Very Hard
13816;R. Murawski;Radosław Murawski;4/22/1994;172.72;68.0;CM,CDM,RM;Poland;69;76;Right;1;3;3;Normal;Very Hard
13817;A. Sepúlveda;Ángel Baltazar Sepúlveda Sánchez;2/15/1991;154.94;74.8;RM,LM,RW,ST;Mexico;69;69;Right;1;3;3;Normal;Very Hard
13818;B. Manuel;Benson Manuel;3/28/1997;170.18;68.9;RW,LW;Belgium;69;78;Left;1;4;4;Normal;Very Hard
13819;Álvaro Peña;Álvaro Peña Herrero;10/24/1991;152.4;68.9;CAM,CM,RM,LM;Spain;69;70;Right;1;4;3;Lean;Very Hard
13820;N. Bodurov;Nikolay Bodurov;5/30/1986;154.94;73.9;CB;Bulgaria;69;69;Right;1;3;2;Normal;Very Hard
13821;Magno;Magno Damasceno Santos da Cruz;5/20/1988;152.4;77.1;ST;Brazil;69;69;Right;1;3;3;Normal;Very Hard
13822;E. Hussain;Etzaz Hussain;1/27/1993;175.26;68.9;CM;Norway;69;72;Left;1;3;4;Lean;Very Hard
13823;R. Munsy;Ridge Munsy;7/9/1989;187.96;89.8;ST,LW,RW;DR Congo;69;69;Right;1;3;3;Stocky;Very Hard
13824;A. Isak;Alexander Isak;9/21/1999;190.5;73.9;ST;Sweden;69;83;Right;1;3;3;Lean;Very Hard
13825;Villalibre;Asier Villalibre Molina;9/30/1997;182.88;87.1;ST;Spain;69;76;Left;1;3;3;Stocky;Very Hard
13826;Aleix Febas;Aleix Febas Pérez;2/22/1996;172.72;64.0;CM,CDM,CAM,LM;Spain;69;78;Right;1;3;4;Normal;Very Hard
13827;E. Hackman;Emmanuel Hackman;5/14/1995;187.96;76.2;RB,LB;Ghana;69;76;Right;1;4;3;Lean;Very Hard
13828;G. Stewart;Greg Stewart;3/17/1990;152.4;73.0;CAM,RM,ST;Scotland;69;69;Left;1;3;3;Normal;Very Hard
13829;C. Lombardi;Cristiano Lombardi;8/19/1995;154.94;74.8;LW,RM;Italy;69;74;Right;1;4;3;Normal;Very Hard
13830;J. Chunga;José Luis Chunga Vega;7/11/1991;154.94;79.8;GK;Colombia;69;72;Right;1;3;1;Normal;Very Hard
13831;D. Łukasik;Daniel Łukasik;4/28/1991;152.4;73.0;CDM,CM;Poland;69;70;Right;1;2;2;Stocky;Very Hard
13832;A. Fink;Anton Fink;7/31/1987;175.26;73.9;CF,ST;Germany;69;69;Right;1;3;3;Normal;Very Hard
13833;C. Guzmán;Carlos Alberto Guzmán Fonseca;5/19/1994;175.26;72.1;RB,LB;Mexico;69;74;Right;1;3;3;Lean;Very Hard
13834;K. Mokotjo;Kamohelo Mokotjo;3/11/1991;175.26;72.1;CM,CDM;South Africa;69;70;Right;1;3;3;Normal;Very Hard
13835;P. Velthuizen;Piet Velthuizen;11/3/1986;187.96;88.0;GK;Netherlands;69;69;Right;1;3;1;Stocky;Very Hard
13836;M. Ordóñez;Michael Ordóñez;2/22/1990;154.94;74.8;CDM,CM;Colombia;69;69;Left;1;3;3;Normal;Very Hard
13837;Zapater;Alberto Zapater Arjol;6/13/1985;154.94;79.8;CM,CDM;Spain;70;70;Right;1;3;2;Stocky;Very Hard
13838;Crivellaro;Rafael Schuler Crivellaro;2/18/1989;182.88;78.0;CAM,CM;Brazil;70;70;Left;1;3;3;Lean;Very Hard
13839;K. Zachariassen;Kristoffer Zachariassen;10/27/1994;154.94;73.9;CM,LM;Norway;70;76;Right;1;3;3;Lean;Very Hard
13840;Eltson Marques;Elton Matheus Marques Paiva;2/29/1992;187.96;88.0;CB;Brazil;70;70;Right;1;3;2;Normal;Very Hard
13841;Minhoca;Nélson Alexandre Farpelha Estrela;4/29/1988;175.26;66.2;CAM,RW,LW;Portugal;70;70;Right;1;4;3;Lean;Very Hard
13842;S. Kitsiou;Stelios Kitsiou;9/28/1993;172.72;69.9;RB,RWB;Greece;70;74;Right;1;3;3;Normal;Very Hard
13843;E. Ambrose;Efetobore Ambrose Emuobo;10/18/1988;190.5;69.9;CB,RB;Nigeria;70;70;Right;1;3;2;Normal;Very Hard
13844;Nuno André Coelho;Nuno André da Silva Coelho;1/7/1986;193.04;82.1;CB;Portugal;70;70;Right;1;3;2;Normal;Very Hard
13845;Fali;Rafael Jiménez Jarque;8/12/1993;185.42;83.9;CB,CDM,CM;Spain;70;75;Right;1;3;2;Normal;Very Hard
13846;S. Magnasco;Stefano Magnasco;9/28/1992;175.26;72.1;RB;Chile;70;71;Right;1;2;3;Normal;Very Hard
13847;Yang Han Been;양한빈 梁韩彬;8/30/1991;195.58;89.8;GK;Korea Republic;70;72;Right;1;3;1;Normal;Very Hard
13848;Carlos Martínez;Carlos Martínez Díaz;4/9/1986;187.96;78.9;RB;Spain;70;70;Right;1;2;3;Normal;Very Hard
13849;P. Szymiński;Przemysław Szymiński;6/24/1994;185.42;76.2;CB,RB;Poland;70;78;Right;1;3;2;Lean;Very Hard
13850;A. Schenetti;Andrea Schenetti;3/9/1991;175.26;72.1;CAM,CM;Italy;70;70;Right;1;4;3;Normal;Very Hard
13851;F. Malbašić;Filip Malbašić;11/18/1992;182.88;78.9;ST,CAM,LM;Serbia;70;73;Right;1;4;3;Normal;Very Hard
13852;Matheus;Matheus Borges Domingues;1/22/1992;193.04;88.0;CB,LB;Brazil;70;72;Left;1;4;2;Normal;Very Hard
13853;T. Sparv;Tim Sparv;2/20/1987;193.04;83.9;CM,CDM;Finland;70;70;Left;1;2;2;Lean;Very Hard
13854;Eduardo Henrique;Eduardo Henrique da Silva;5/17/1995;187.96;73.0;CDM,CM;Brazil;70;77;Right;1;3;2;Lean;Very Hard
13855;O. Oularé;Obbi Oularé;1/8/1996;195.58;98.9;ST;Belgium;70;77;Right;1;3;3;Stocky;Very Hard
13856;M. Šitum;Mario Šitum;4/4/1992;152.4;76.2;LM,LW,RM,RB;Croatia;70;71;Right;1;3;3;Lean;Very Hard
13857;S. Mugoša;Stefan Mugoša;2/26/1992;187.96;79.8;ST,RW;Montenegro;70;71;Right;1;3;3;Lean;Very Hard
13858;Kim Kee Hee;김기희 金基熙;7/13/1989;187.96;78.0;CB,RB;Korea Republic;70;70;Right;1;3;2;Normal;Very Hard
13859;G. Hairemans;Geoffry Hairemans;10/21/1991;182.88;76.2;CAM,CM,LW;Belgium;70;71;Left;1;2;3;Lean;Very Hard
13860;J. Une Larsson;Jacob Une Larsson;4/8/1994;154.94;73.9;CB,RB;Sweden;70;74;Right;1;3;2;Normal;Very Hard
13861;A. Tziolis;Alexandros Tziolis;2/13/1985;190.5;89.8;CDM,CB,CM;Greece;70;70;Right;2;2;2;Normal;Hard
13862;N. Zaniolo;Nicolò Zaniolo;7/2/1999;190.5;78.9;CAM,CM,RW;Italy;70;87;Left;1;3;3;Normal;Very Hard
13863;G. Prömel;Grischa Prömel;1/9/1995;182.88;78.0;CM,CDM;Germany;70;77;Right;1;4;3;Normal;Very Hard
13864;J. Morris;Jordan Morris;10/26/1994;182.88;83.9;ST,LM,RM;United States;70;76;Right;1;2;3;Normal;Very Hard
13865;Diego Caballo;Diego Caballo Alonso;2/17/1994;172.72;68.9;LB,LM;Spain;70;74;Left;1;2;3;Lean;Very Hard
13866;F. Peluso;Federico Peluso;1/20/1984;187.96;82.1;LB,CB;Italy;70;70;Left;2;3;2;Lean;Hard
13867;M. Bokadi;Merveille Bope Bokadi;5/21/1992;185.42;79.8;CB,CDM;DR Congo;70;74;Right;1;2;2;Normal;Very Hard
